ID;bloque;biomasa;nivel_luz;agua_estival;supervivencia;carbono;estres
75;1;3.794693623;2;lluvia;1;2.248377197993282;intermedio
76;2;2.544336787;3;lluvia;1;1.3659574457910584;bajo
77;2;3.92677188;3;lluvia;0;0.4749239356644334;bajo
78;1;3.94853509;3;lluvia;1;2.250383111931555;bajo
79;2;4.316454725;3;lluvia;0;1.341073088633974;bajo
80;2;2.861381915;3;lluvia;1;1.244588222986917;bajo
81;2;3.740573058;3;lluvia;0;1.5520020481556511;bajo
82;2;3.361565018;3;lluvia;1;1.6324880909990158;bajo
83;1;4.354861314;3;lluvia;0;1.7634357512266343;bajo
84;2;2.486575381;3;lluvia;1;0.1653696471825836;bajo
85;2;3.053993104;3;lluvia;1;1.671447961108384;bajo
86;2;2.69510096;3;lluvia;1;1.2861164989889435;bajo
87;1;2.866570627;3;lluvia;1;0.9943264215925276;bajo
88;1;4.581868591;3;lluvia;0;1.9410119612727679;bajo
89;2;2.35077431;3;lluvia;1;1.0033286448158767;bajo
90;1;2.734193003;3;lluvia;0;1.2145391780932542;bajo
91;2;2.966241014;3;lluvia;0;2.159925444637414;bajo
